serialnumber,listyear,daterecorded,town,address,assessedvalue,saleamount,salesratio,propertytype,residentialtype,geo_coordinates,:@computed_region_dam5_q64j,:@computed_region_nhmp_cq6b,:@computed_region_m4y2_whse,:@computed_region_snd5_k6zv,nonusecode,remarks,opm_remarks
100225,2010,2011-01-25T00:00:00.000,West Hartford,109 SHADOW LANE B,94000,80000,1.175,Condo,Condo,"{'type': 'Point', 'coordinates': [-72.74812, 41.7333]}",1041,213,155,1,,,
100368,2010,2011-04-21T00:00:00.000,West Hartford,166 ARUNDEL AVENUE,190000,290000,0.655172414,Single Family,Single Family,,,,,,,,
100500,2010,2011-06-20T00:00:00.000,West Hartford,51 TREEBOROUGH DRIVE,360900,660000,0.546818182,Single Family,Single Family,,,,,,,,
100619,2010,2011-07-18T00:00:00.000,West Hartford,24 WALKER LA,273800,350000,0.782285714,Single Family,Single Family,,,,,,,,
100741,2010,2011-09-01T00:00:00.000,West Hartford,162 PENN DRIVE,194900,278000,0.701079137,Single Family,Single Family,,,,,,,,
100070,2010,2011-04-20T00:00:00.000,Weston,254 LYONS PLAIN ROAD,635000,750000,0.846666667,Single Family,Single Family,,,,,,,,
10385,2010,2010-12-17T00:00:00.000,Wethersfield,72 JAMESWELL RD,142800,210000,0.68,Single Family,Single Family,,,,,,,,
10546,2010,2011-06-20T00:00:00.000,Wethersfield,26 ROCKLAND ST,166400,230000,0.723478261,Single Family,Single Family,,,,,,,,
10021,2010,2011-05-31T00:00:00.000,Willington,91 TOLLAND TPKE,143680,230000,0.624695652,Single Family,Single Family,,,,,,,,
100113,2010,2011-04-27T00:00:00.000,Wilton,185 OLD KINGS HGWY,362810,284200,1.276600985,Single Family,Single Family,,,,,,,,
10241,2010,2011-09-27T00:00:00.000,Wilton,284 STURGES RIDGE RD,1761060,1715000,1.026857143,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-73.40613, 41.21483]}",1040,212,161,9,,,
100044,2010,2010-12-21T00:00:00.000,Windham,40 MERVYN LA,140040,223000,0.627982063,Single Family,Single Family,,,,,,,,
100030,2010,2010-11-02T00:00:00.000,Windsor,625 PALISADO AVE (112),50190,58500,0.857948718,Condo,Condo,,,,,,,,
100197,2010,2011-05-25T00:00:00.000,Windsor,128 KINGS WAY,172410,217000,0.794516129,Condo,Condo,,,,,,,,
10029,2010,2011-01-10T00:00:00.000,Windsor Locks,47 OAK RIDGE DRIVE,94400,154000,0.612987013,Condo,Condo,,,,,,,,
100153,2010,2011-08-11T00:00:00.000,Wolcott,36 WAKELEE RD,244850,390000,0.627820513,,,"{'type': 'Point', 'coordinates': [-73.00131, 41.57553]}",1044,252,166,4,,,
100038,2010,2011-02-03T00:00:00.000,Woodbury,102 WHITTLESEY RD,150770,200000,0.75385,,,,,,,,,,
900012,2009,2010-01-07T00:00:00.000,Andover,37 BIRCH DRIVE,205200,309000,0.66407767,Single Family,Single Family,,,,,,,,
90123,2009,2010-06-29T00:00:00.000,Ansonia,90 PRINDLE AVE,160700,217000,0.740552995,Single Family,Single Family,,,,,,,,
90061,2009,2009-11-30T00:00:00.000,Avon,49 VERVILLE ROAD,194120,279000,0.695770609,Single Family,Single Family,,,,,,,,
90179,2009,2010-05-14T00:00:00.000,Avon,129 BRIDGEWATER DRIVE,697760,947500,0.736422164,Single Family,Single Family,,,,,,,,
90289,2009,2010-08-17T00:00:00.000,Avon,42 WESTRIDGE DRIVE,195370,275000,0.710436364,Single Family,Single Family,,,,,,,,
900002,2009,2009-10-01T00:00:00.000,Berlin,6 IRIS WAY,214800,333214,0.644630778,Condo,Condo,,,,,,,co date was 9/28/09,
900175,2009,2010-06-01T00:00:00.000,Berlin,7 WILDEM RD,155900,220000,0.708636364,Single Family,Single Family,,,,,,,,
90052,2009,2010-07-01T00:00:00.000,Bethany,7 TUTTLE COURT,153360,268000,0.572238806,Single Family,Single Family,,,,,,,,
90160,2009,2010-06-02T00:00:00.000,Bethel,109 WOOSTER STREET,448210,450000,0.996022222,,,"{'type': 'Point', 'coordinates': [-73.41747, 41.38268]}",1040,77,9,9,,,
90058,2009,2010-08-31T00:00:00.000,Bolton,55 HEBRON RD,208940,220000,0.949727273,Single Family,Single Family,,,,,,,,
90284,2009,2009-12-02T00:00:00.000,Bridgeport,639 HUNTINGTON TPKE,127190,178000,0.714550562,Single Family,Single Family,,,,,,,,
90550,2009,2010-02-04T00:00:00.000,Bridgeport,147 WOODBINE CIRCLE,194160,284000,0.683661972,Single Family,Single Family,,,,,,,,
90899,2009,2010-05-03T00:00:00.000,Bridgeport,76 MACON DRIVE,144400,178500,0.808963585,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-73.22647, 41.2224]}",1040,74,15,2,,,
91187,2009,2010-07-01T00:00:00.000,Bridgeport,78 ALPINE STREET,233830,227000,1.030088106,Single Family,Single Family,,,,,,,,
90007,2009,2009-11-13T00:00:00.000,Bridgewater,10 ANDERSON LANE,255000,350000,0.728571429,Single Family,Single Family,,,,,,,,
900126,2009,2009-11-13T00:00:00.000,Bristol,156 BAYBERRY DR,107940,165000,0.654181818,Single Family,Single Family,,,,,,,,
900285,2009,2010-01-29T00:00:00.000,Bristol,155 REDSTONE HILL RD #98,97020,144900,0.669565217,Condo,Condo,,,,,,,,
900444,2009,2010-04-26T00:00:00.000,Bristol,42 GEORGETOWN RD,110670,129900,0.851963048,Condo,Condo,,,,,,,,
900575,2009,2010-06-04T00:00:00.000,Bristol,235 JACOBS ST,98910,147800,0.669215156,Single Family,Single Family,,,,,,,,
900719,2009,2010-08-02T00:00:00.000,Bristol,536 REDSTONE HILL RD #8,135730,210500,0.6447981,Condo,Condo,,,,,,,,
90069,2009,2009-12-29T00:00:00.000,Brookfield,25 MONIKA LANE,176270,191000,0.922879581,Condo,Condo,,,,,,,,
90201,2009,2010-07-29T00:00:00.000,Brookfield,5 FALLS DRIVE,543130,635000,0.855322835,Single Family,Single Family,,,,,,,,
90125,2009,2010-07-27T00:00:00.000,Burlington,23 MISTY MEADOW RD,362180,482500,0.750632124,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-72.93085, 41.72664]}",1041,107,20,6,,,
90084,2009,2010-05-13T00:00:00.000,Canton,18 WICKHAMS FANCY,151830,201000,0.755373134,Condo,Condo,,,,,,,,
90040,2009,2009-11-02T00:00:00.000,Cheshire,48 VISTA TERRACE,260090,382000,0.680863874,Single Family,Single Family,,,,,,,,
90184,2009,2010-04-01T00:00:00.000,Cheshire,27 SOUTHPOND DR,278550,375000,0.7428,Single Family,Single Family,,,,,,,,
90315,2009,2010-07-16T00:00:00.000,Cheshire,1151 SO. MAIN STREET,214960,375000,0.573226667,,,,,,,,,,
90038,2009,2009-12-07T00:00:00.000,Clinton,133 WEST MAIN ST #2,19900,26000,0.765384615,Single Family,Single Family,,,,,,,MOBILE HOME,
90189,2009,2010-08-27T00:00:00.000,Clinton,10 WILLIAMS STREET,141900,225000,0.630666667,Single Family,Single Family,,,,,,,,
90164,2009,2010-06-28T00:00:00.000,Colchester,218 TAYLOR RD,217400,325000,0.668923077,Single Family,Single Family,,,,,,,,
90004,2009,2009-12-03T00:00:00.000,Cornwall,54 FLAT ROCKS ROAD,372300,400000,0.93075,Single Family,Single Family,,,,,,,,
90121,2009,2010-04-30T00:00:00.000,Cromwell,10 APPLEWOOD ROAD,397820,541000,0.735341959,Single Family,Single Family,,,,,,,,
90021,2009,2009-10-13T00:00:00.000,Danbury,32 SPRUCE MT TR,131500,200000,0.6575,,,,,,,,,G21017,
90151,2009,2009-11-30T00:00:00.000,Danbury,81-95 PARK AV #1201,150700,180000,0.837222222,Condo,Condo,,,,,,,H15124-66,
90301,2009,2010-02-09T00:00:00.000,Danbury,POCONO POINT RD,26800,37000,0.724324324,Single Family,Single Family,,,,,,,K05230-182 / MOBILE HOME,
90440,2009,2010-04-19T00:00:00.000,Danbury,22 BRIARWOOD DR,180700,215000,0.840465116,Single Family,Single Family,,,,,,,K14097,
90590,2009,2010-06-07T00:00:00.000,Danbury,21 JACKSON DR,235000,257000,0.914396887,Single Family,Single Family,,,,,,,J07134,
90744,2009,2010-08-04T00:00:00.000,Danbury,90 FEDERAL RD,1140200,1295000,0.88046332,,,,,,,,,K11109,
90007,2009,2009-10-05T00:00:00.000,Darien,34 LYNN COURT,757960,1037500,0.730563855,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-73.51267, 41.08854]}",1040,5,35,9,,,
90113,2009,2010-03-22T00:00:00.000,Darien,2183 BOSTON POST ROAD,1962660,1800000,1.090366667,Single Family,Single Family,,,,,,,,
90223,2009,2010-06-29T00:00:00.000,Darien,14 HENRY STREET,432880,669000,0.647055306,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-73.50015, 41.07187]}",1040,5,35,9,,,
90331,2009,2010-09-21T00:00:00.000,Darien,64 KNOLLWOOD LANE,1411480,2072000,0.681216216,Single Family,Single Family,,,,,,,,
90072,2009,2010-03-16T00:00:00.000,Derby,209 ORANGEWOOD EAST,137620,183500,0.749972752,Condo,Condo,,,,,,,,
90056,2009,2010-05-14T00:00:00.000,Durham,9 ERNEST DR,173110,247000,0.700850202,Single Family,Single Family,,,,,,,,
90018,2009,2009-11-12T00:00:00.000,East Haddam,49 WICKHAM RD,166700,268000,0.622014925,Single Family,Single Family,,,,,,,,
90010,2009,2009-10-13T00:00:00.000,East Hampton,150 WOPOWOG RD,176030,275000,0.640109091,Condo,Condo,"{'type': 'Point', 'coordinates': [-72.48054, 41.53981]}",1043,273,42,3,,,
90163,2009,2010-07-06T00:00:00.000,East Hampton,132 MAIN ST,165680,212000,0.781509434,Single Family,Single Family,,,,,,,,
900145,2009,2009-11-23T00:00:00.000,East Hartford,74 BEACON HILL ROAD,126450,179000,0.706424581,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-72.58481, 41.78775]}",1041,119,43,1,,,
900366,2009,2010-04-08T00:00:00.000,East Hartford,11 TOWER RD,127960,174000,0.735402299,Single Family,Single Family,,,,,,,,
900548,2009,2010-06-24T00:00:00.000,East Hartford,31 SUFFOLK DRIVE,77020,82000,0.939268293,Single Family,Single Family,,,,,,,,
90053,2009,2009-11-12T00:00:00.000,East Haven,2 OLD TOWN HWY #1,297500,375000,0.793333333,Condo,Condo,,,,,,,,
90185,2009,2010-03-22T00:00:00.000,East Haven,1071 NOTH HIGH ST,139370,200000,0.69685,Single Family,Single Family,,,,,,,,
901328,2009,2010-07-12T00:00:00.000,East Haven,173 RUSSO AVE UNIT 703,109590,157000,0.698025478,Condo,Condo,,,,,,,,
90064,2009,2009-12-21T00:00:00.000,East Lyme,26 CENTER ST,142590,165000,0.864181818,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-72.18667, 41.33597]}",1045,31,45,8,,,
90239,2009,2010-06-30T00:00:00.000,East Lyme,4 ROCCO DRIVE,154350,168000,0.91875,,,,,,,,,,
90046,2009,2010-04-26T00:00:00.000,Easton,10 HUNTING RIDGE ROAD,1055880,1280000,0.82490625,Single Family,Single Family,,,,,,,,
90079,2009,2010-02-16T00:00:00.000,East Windsor,14 FIELD CIR,193900,296800,0.653301887,Condo,Condo,,,,,,,,
90039,2009,2009-11-23T00:00:00.000,Ellington,1 ABBOTT RD #46,80810,129900,0.622093918,Condo,Condo,,,,,,,,
900013,2009,2009-10-08T00:00:00.000,Enfield,3 PHYLLIS ST,117460,165000,0.711878788,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-72.56938, 42.02688]}",1041,108,49,1,,,
900159,2009,2010-01-11T00:00:00.000,Enfield,16 CEDAR ST,143360,174900,0.819668382,Single Family,Single Family,,,,,,,,
900314,2009,2010-05-14T00:00:00.000,Enfield,54 NORTH ST,144340,214900,0.671661238,Single Family,Single Family,,,,,,,,
900438,2009,2010-08-02T00:00:00.000,Enfield,368 GEORGE WASHINGTON RD,145250,196000,0.741071429,Single Family,Single Family,,,,,,,,
90077,2009,2010-06-16T00:00:00.000,Essex,73 BOOK HILL LROAD,214300,224000,0.956696429,Single Family,Single Family,,,,,,,,
90100,2009,2009-11-17T00:00:00.000,Fairfield,378 HALLEY AVENUE,209650,260000,0.806346154,Condo,Condo,,,,,,,,
90223,2009,2010-01-29T00:00:00.000,Fairfield,244 HEMLOCK HILLS NORTH,805000,1175000,0.685106383,Single Family,Single Family,,,,,,,,
90375,2009,2010-04-21T00:00:00.000,Fairfield,515 STILLSON ROAD,368340,545000,0.675853211,Condo,Condo,,,,,,,,
90498,2009,2010-06-03T00:00:00.000,Fairfield,377 QUINCY STREET,159740,192500,0.829818182,Single Family,Single Family,,,,,,,,
90613,2009,2010-07-01T00:00:00.000,Fairfield,211 HARBOR ROAD,1888950,3050000,0.619327869,Single Family,Single Family,,,,,,,,
90742,2009,2010-08-16T00:00:00.000,Fairfield,157 HULLS HIGHWAY,356930,515000,0.693067961,Single Family,Single Family,,,,,,,,
900029,2009,2009-10-26T00:00:00.000,Farmington,511 PLAINVILLE AVE,210120,242500,0.866474227,Single Family,Single Family,,,,,,,,
900189,2009,2010-03-12T00:00:00.000,Farmington,20 SOUTH MAIN ST,295260,500000,0.59052,,,"{'type': 'Point', 'coordinates': [-72.88691, 41.75727]}",1041,81,52,1,,,
900316,2009,2010-06-21T00:00:00.000,Farmington,75 MOUNTAIN RD,266000,406000,0.655172414,Condo,Condo,"{'type': 'Point', 'coordinates': [-72.82, 41.71803]}",1041,254,52,1,,,
900448,2009,2010-09-29T00:00:00.000,Farmington,WAKEFIELD LANE LOT 17A-1,130340,250000,0.52136,,,"{'type': 'Point', 'coordinates': [-72.87635, 41.72001]}",1041,254,52,1,,,
90101,2009,2009-11-25T00:00:00.000,Glastonbury,177 CEDAR RIDGE TER,173600,210000,0.826666667,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-72.52395, 41.72585]}",1041,90,54,1,,,
90226,2009,2010-03-23T00:00:00.000,Glastonbury,19 REDBUD LN,111400,181000,0.615469613,Condo,Condo,"{'type': 'Point', 'coordinates': [-72.59401, 41.72488]}",1041,90,54,1,,,
90359,2009,2010-06-15T00:00:00.000,Glastonbury,88 GREENTREE DR,474000,530000,0.894339623,Single Family,Single Family,,,,,,,,
90480,2009,2010-08-23T00:00:00.000,Glastonbury,222 WILLIAMS ST E #221,66500,97500,0.682051282,Single Family,Single Family,,,,,,,,
900027,2009,2009-11-19T00:00:00.000,Granby,27 CANTON RD,120260,150000,0.801733333,Single Family,Single Family,,,,,,,,
90020,2009,2009-10-09T00:00:00.000,Greenwich,"429 TACONIC RD, GRW,CT 06830",4965170,7000000,0.70931,Single Family,Single Family,,,,,,,11-1658,
90146,2009,2009-12-15T00:00:00.000,Greenwich,"15 LIA FAIL WAY,CC,CT 06807",1923950,2000000,0.961975,Single Family,Single Family,,,,,,,08a-1813,
90271,2009,2010-02-12T00:00:00.000,Greenwich,"45 PHEASANT LANE, GRW,CT 06830",2438940,3305000,0.737954614,Single Family,Single Family,,,,,,,11-1422  5907/54  vet,
90396,2009,2010-04-23T00:00:00.000,Greenwich,"44 GRAHAMPTON LANE,GRW,CT",4715410,4980000,0.946869478,Single Family,Single Family,,,,,,,11-1965  .95 ratio,
90514,2009,2010-06-07T00:00:00.000,Greenwich,"25 VERONA DRIVE, OG,CT 06870",1240820,1750000,0.70904,Single Family,Single Family,,,,,,,05-2389/s ratio .71,
90635,2009,2010-07-14T00:00:00.000,Greenwich,"40 CAMBRIDGE DRIVE,GRW,CT 0683",543970,725000,0.750303448,Single Family,Single Family,,,,,,,09-3016/s  ratio .75,
90750,2009,2010-08-20T00:00:00.000,Greenwich,"13 IVANHOE LANE, GREENWICH,CT",2546600,3330000,0.764744745,Single Family,Single Family,,,,,,,"11-2743,useable, ratio .76",
90079,2009,2010-04-06T00:00:00.000,Griswold,4 DANIKA WY,198660,269900,0.736050389,Single Family,Single Family,,,,,,,,
90066,2009,2009-11-18T00:00:00.000,Groton,273 BRIDGE ST #14,135660,179000,0.757877095,Condo,Condo,"{'type': 'Point', 'coordinates': [-72.07499, 41.36021]}",1045,243,59,8,,,
90208,2009,2010-04-07T00:00:00.000,Groton,75 WEST ST,173180,318000,0.544591195,Single Family,Single Family,,,,,,,,
90350,2009,2010-07-01T00:00:00.000,Groton,909 EASTERN POINT RD,177800,209900,0.847070033,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-72.07132, 41.3247]}",1045,243,59,8,,,
900038,2009,2009-11-06T00:00:00.000,Guilford,379 WHITFIELD ST UNIT BS0238,49080,55000,0.892363636,Condo,Condo,,,,,,,DOCKOMINIUM,
900187,2009,2010-05-03T00:00:00.000,Guilford,3 KATIE LN,405170,460000,0.880804348,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-72.72735, 41.30596]}",1044,201,60,7,,,
900321,2009,2010-08-30T00:00:00.000,Guilford,8 ROSEMARY LN,207030,320000,0.64696875,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-72.67814, 41.27739]}",1044,201,60,7,,,
90021,2009,2009-10-06T00:00:00.000,Hamden,290 TREADWELL ST U1801,94220,165000,0.571030303,Condo,Condo,,,,,,,,
90163,2009,2009-12-04T00:00:00.000,Hamden,128 NORTH ST,136780,155000,0.882451613,Single Family,Single Family,,,,,,,Low sale price,
90340,2009,2010-04-05T00:00:00.000,Hamden,1 CANTERBURY RD,255010,315000,0.809555556,Condo,Condo,,,,,,,Low price,
90494,2009,2010-06-02T00:00:00.000,Hamden,41 BRADLEY AVE,132650,150000,0.884333333,Two Family,Two Family,"{'type': 'Point', 'coordinates': [-72.93632, 41.34913]}",1044,197,62,7,,,
90639,2009,2010-07-28T00:00:00.000,Hamden,15 GILBERT AVE,125160,169900,0.736668629,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-72.93757, 41.35714]}",1044,197,62,7,,,
90019,2009,2009-10-08T00:00:00.000,Hartford,23-25 PLYMOUTH ST,70300,210000,0.334761905,Three Family,Three Family,"{'type': 'Point', 'coordinates': [-72.67156, 41.73381]}",1041,8,64,1,,,
90242,2009,2010-01-26T00:00:00.000,Hartford,40 ALLEN DR,30430,176500,0.172407932,Single Family,Single Family,,,,,,,,
90531,2009,2010-06-07T00:00:00.000,Hartford,221 HANMER ST,40800,144900,0.281573499,Single Family,Single Family,,,,,,,,
90728,2009,2010-08-26T00:00:00.000,Hartford,161 ZION ST,28830,120000,0.24025,Single Family,Single Family,,,,,,,,
900071,2009,2010-09-27T00:00:00.000,Harwinton,100 SOUTH RD,146210,211000,0.692938389,Single Family,Single Family,,,,,,,,
900058,2009,2010-08-27T00:00:00.000,Kent,80 NORTH MAIN ST UNIT A1,163100,215000,0.758604651,Condo,Condo,,,,,,,,
90237,2009,2010-06-30T00:00:00.000,Killingly,37 HIGH VIEW DR,234710,275000,0.853490909,Single Family,Single Family,,,,,,,,
90043,2009,2010-04-30T00:00:00.000,Lebanon,24 PIGEON SWAMP RD,172460,203500,0.847469287,Single Family,Single Family,,,,,,,PER MLS SINGLE FAMILY RANCH-SUBMITTED AS COMMERCIAL,
90116,2009,2010-06-04T00:00:00.000,Ledyard,20 WEST DR,156100,229000,0.681659389,Single Family,Single Family,,,,,,,,
90042,2009,2010-01-19T00:00:00.000,Litchfield,84 CAMPVILLE RD,177400,283000,0.626855124,Single Family,Single Family,,,,,,,,
90058,2009,2009-12-18T00:00:00.000,Madison,163 OLD TOLL ROAD,216600,290000,0.746896552,Single Family,Single Family,,,,,,,,
90222,2009,2010-07-06T00:00:00.000,Madison,96 WINDING ROAD,274000,322000,0.850931677,Single Family,Single Family,,,,,,,,
90067,2009,2009-10-30T00:00:00.000,Manchester,183 LYDALL STREET,142100,203000,0.7,Single Family,Single Family,,,,,,,,
90196,2009,2009-12-29T00:00:00.000,Manchester,26 HIGHLAND STREET,116800,159000,0.734591195,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-72.50327, 41.76474]}",1041,263,77,1,,,
90354,2009,2010-04-01T00:00:00.000,Manchester,128 BRETTON ROAD,124800,183000,0.681967213,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-72.50039, 41.79086]}",1041,161,77,1,,,
90473,2009,2010-05-26T00:00:00.000,Manchester,63 GERARD STREET,159000,231000,0.688311688,Single Family,Single Family,,,,,,,,
90897,2009,2010-06-30T00:00:00.000,Manchester,80 NORTH SCHOOL STREET,115400,169900,0.679223072,Single Family,Single Family,,,,,,,,
91028,2009,2010-09-27T00:00:00.000,Manchester,20 FOSTER STREET,125500,153500,0.817589577,Single Family,Single Family,,,,,,,,
9074,2009,2009-10-20T00:00:00.000,Meriden,222 ELM ST,112760,145000,0.777655172,Single Family,Single Family,,,,,,,,
9227,2009,2009-12-07T00:00:00.000,Meriden,19 CAMBRIDGE ST,167860,170000,0.987411765,Three Family,Three Family,,,,,,,,
9397,2009,2010-03-16T00:00:00.000,Meriden,33 MONTOWESE DR,175940,244000,0.721065574,Single Family,Single Family,,,,,,,,
9530,2009,2010-05-21T00:00:00.000,Meriden,297 EDGEMARK ACRES,214620,241600,0.888327815,Single Family,Single Family,,,,,,,,
9666,2009,2010-07-16T00:00:00.000,Meriden,58 CLEARVIEW AVE,125380,176500,0.710368272,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-72.80516, 41.52254]}",1044,199,80,7,,,
900042,2009,2010-03-30T00:00:00.000,Middlebury,365 WHITE DEER ROCK RD,497700,1200000,0.41475,,,,,,,,,WATERFRONT RESIDENTIAL VACANT LAND 30.67 AC,
90035,2009,2009-10-16T00:00:00.000,Middletown,66 CONNERY RD,186930,255000,0.733058824,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-72.65866, 41.54093]}",1043,236,83,3,,,
90158,2009,2009-11-30T00:00:00.000,Middletown,479 BOSTON RD,192660,255000,0.755529412,Single Family,Single Family,,,,,,,,
90308,2009,2010-03-26T00:00:00.000,Middletown,106 MIDDLEFIELD ST,165970,209000,0.794114833,Single Family,Single Family,,,,,,,,
90448,2009,2010-06-09T00:00:00.000,Middletown,14-15 FOREST GLEN CI,113470,150000,0.756466667,Single Family,Single Family,,,,,,,,
90009,2009,2009-10-01T00:00:00.000,Milford,42 MEADOWS END ROAD,293340,326000,0.899815951,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-73.08265, 41.20804]}",1044,193,84,7,,,
90160,2009,2009-12-07T00:00:00.000,Milford,3 WASHINGTON STREET,249020,275000,0.905527273,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-73.07159, 41.22042]}",1044,193,84,7,,,
90348,2009,2010-03-23T00:00:00.000,Milford,62 HAYES DRIVE,195380,235000,0.831404255,Single Family,Single Family,,,,,,,,
90521,2009,2010-06-16T00:00:00.000,Milford,86 POND POINT AVE & POND POINT,387940,465000,0.83427957,Single Family,Single Family,,,,,,,2 PIECES,
90675,2009,2010-08-16T00:00:00.000,Milford,876 WEST RIVER STREET,625250,740000,0.844932432,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-73.06171, 41.25235]}",1044,28,84,7,,,
90074,2009,2010-02-03T00:00:00.000,Monroe,459 PEPPER STREET,159040,290000,0.548413793,Single Family,Single Family,,,,,,,,
90016,2009,2009-10-21T00:00:00.000,Montville,6 CRANBERRY DR,197040,255000,0.772705882,Single Family,Single Family,,,,,,,,
90207,2009,2010-07-28T00:00:00.000,Montville,10 RAINBOW DR,27190,32000,0.8496875,Single Family,Single Family,,,,,,,,
90091,2009,2009-12-04T00:00:00.000,Naugatuck,61 ASH RD,190450,239900,0.793872447,Single Family,Single Family,,,,,,,,
90255,2009,2010-05-20T00:00:00.000,Naugatuck,63 EVELYN DR,161200,180000,0.895555556,Single Family,Single Family,,,,,,,,
90020,2009,2009-10-07T00:00:00.000,New Britain,188 CARLTON ST,113610,130000,0.873923077,Single Family,Single Family,,,,,,,,
90238,2009,2010-01-05T00:00:00.000,New Britain,1531 CORBIN AVE,80640,106000,0.760754717,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-72.80417, 41.67496]}",1041,110,89,1,,,
90466,2009,2010-05-03T00:00:00.000,New Britain,235-20G BRITTANY FARMS,121590,159000,0.764716981,Condo,Condo,,,,,,,,
90643,2009,2010-07-07T00:00:00.000,New Britain,32 LEO ST,136920,161000,0.850434783,Two Family,Two Family,,,,,,,,
90061,2009,2009-12-23T00:00:00.000,New Canaan,226 WEST ROAD,1117200,1550000,0.720774194,Single Family,Single Family,,,,,,,,
90204,2009,2010-06-30T00:00:00.000,New Canaan,6 GLEN DRIVE,745500,1249000,0.596877502,Single Family,Single Family,,,,,,,,
90322,2009,2010-09-17T00:00:00.000,New Canaan,12 CONRAD ROAD,670180,840000,0.797833333,Single Family,Single Family,,,,,,,,
90088,2009,2009-11-02T00:00:00.000,New Haven,1182 CHAPEL ST,84980,200000,0.4249,,,,,,,,,,
90342,2009,2010-01-26T00:00:00.000,New Haven,172 FOSTER ST,299250,493850,0.605953225,Three Family,Three Family,,,,,,,,
90581,2009,2010-04-29T00:00:00.000,New Haven,742 ELM ST,225680,255000,0.885019608,,,"{'type': 'Point', 'coordinates': [-72.94605, 41.31625]}",1044,275,93,7,,,
90774,2009,2010-06-21T00:00:00.000,New Haven,38 CLARK ST,282170,449000,0.62844098,Two Family,Two Family,,,,,,,,
90986,2009,2010-08-24T00:00:00.000,New Haven,148 YORK STREET,227860,375000,0.607626667,,,,,,,,,,
900175,2009,2009-11-18T00:00:00.000,Newington,272  RICHARD ST UNIT 4,76790,125000,0.61432,Condo,Condo,,,,,,,,
900301,2009,2010-04-01T00:00:00.000,Newington,82 CHURCHILL DRIVE,86240,125000,0.68992,Condo,Condo,,,,,,,,
900420,2009,2010-06-18T00:00:00.000,Newington,50 CORTLAND WAY,164780,222000,0.742252252,Condo,Condo,,,,,,,,
900547,2009,2010-09-14T00:00:00.000,Newington,250 RESERVOIR ROAD,160640,225000,0.713955556,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-72.7533, 41.71388]}",1041,86,94,1,,,
900195,2009,2010-05-04T00:00:00.000,New London,77 BAYSHORE DR,144970,178000,0.814438202,Single Family,Single Family,,,,,,,,
90070,2009,2009-11-23T00:00:00.000,New Milford,7 LEA LN,215600,296900,0.726170428,Single Family,Single Family,,,,,,,,
90275,2009,2010-05-21T00:00:00.000,New Milford,91 PUMPKIN HILL RD,173040,245000,0.706285714,Single Family,Single Family,,,,,,,,
900040,2009,2009-11-13T00:00:00.000,Newtown,131 FOREST DRIVE,172100,295000,0.583389831,Single Family,Single Family,,,,,,,,
900156,2009,2010-04-06T00:00:00.000,Newtown,6 CAPITOL DRIVE,132620,125000,1.06096,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-73.24774, 41.42911]}",1040,152,97,9,,,
900295,2009,2010-08-05T00:00:00.000,Newtown,16 LEOPARD DRIVE,322780,420000,0.76852381,Single Family,Single Family,,,,,,,,
90063,2009,2010-02-02T00:00:00.000,North Branford,19 FOREST VIEW RD,177870,236000,0.753686441,Single Family,Single Family,,,,,,,,
90018,2009,2009-10-19T00:00:00.000,North Haven,50 HOMEWOOD AVENUE,195860,260000,0.753307692,Single Family,Single Family,,,,,,,,
90141,2009,2010-04-09T00:00:00.000,North Haven,30 MARLEN DRIVE,178360,220000,0.810727273,Single Family,Single Family,,,,,,,,
90005,2009,2009-10-22T00:00:00.000,North Stonington,20 PROV N L TPKE,27790,65000,0.427538462,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-71.91914, 41.33096]}",,139,137,8,,MOBILE HOME ON LEASED LAND,
90072,2009,2009-10-21T00:00:00.000,Norwalk,34 OAKWOOD AVE,253470,700000,0.3621,,,,,,,,,,
90190,2009,2009-12-01T00:00:00.000,Norwalk,6 PHILLIPS ST,218680,327000,0.668746177,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-73.42605, 41.11008]}",1040,204,103,9,,,
